UnitedHealthcare31,Choice Plus31,PR31,Kazuma31,D31,Nakagawa31,MD31,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa31,Baldorioty 1801,Moca31,PR31,6761,80854359531,,Hospitalist31,18816745421,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA31,,NAKAGAWA31,Individual31,1331 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU31,HI31,96813-24051,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care31,1331 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A31
UnitedHealthcare32,Choice Plus32,PR32,Kazuma32,D32,Nakagawa32,MD32,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa32,Baldorioty 1802,Moca32,PR32,6761,80854359532,,Hospitalist32,18816745422,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA32,,NAKAGAWA32,Individual32,1332 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU32,HI32,96813-24052,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care32,1332 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A32
UnitedHealthcare33,Choice Plus33,PR33,Kazuma33,D33,Nakagawa33,MD33,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa33,Baldorioty 1803,Moca33,PR33,6761,80854359533,,Hospitalist33,18816745423,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA33,,NAKAGAWA33,Individual33,1333 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU33,HI33,96813-24053,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care33,1333 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A33
UnitedHealthcare34,Choice Plus34,PR34,Kazuma34,D34,Nakagawa34,MD34,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa34,Baldorioty 1804,Moca34,PR34,6761,80854359534,,Hospitalist34,18816745424,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA34,,NAKAGAWA34,Individual34,1334 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU34,HI34,96813-24054,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care34,1334 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A34
UnitedHealthcare35,Choice Plus35,PR35,Kazuma35,D35,Nakagawa35,MD35,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa35,Baldorioty 1805,Moca35,PR35,6761,80854359535,,Hospitalist35,18816745425,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA35,,NAKAGAWA35,Individual35,1335 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU35,HI35,96813-24055,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care35,1335 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A35
UnitedHealthcare36,Choice Plus36,PR36,Kazuma36,D36,Nakagawa36,MD36,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa36,Baldorioty 1806,Moca36,PR36,6761,80854359536,,Hospitalist36,18816745426,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA36,,NAKAGAWA36,Individual36,1336 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU36,HI36,96813-24056,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care36,1336 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A36
UnitedHealthcare37,Choice Plus37,PR37,Kazuma37,D37,Nakagawa37,MD37,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa37,Baldorioty 1807,Moca37,PR37,6761,80854359537,,Hospitalist37,18816745427,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA37,,NAKAGAWA37,Individual37,1337 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU37,HI37,96813-24057,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care37,1337 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A37
UnitedHealthcare38,Choice Plus38,PR38,Kazuma38,D38,Nakagawa38,MD38,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa38,Baldorioty 1808,Moca38,PR38,6761,80854359538,,Hospitalist38,18816745428,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA38,,NAKAGAWA38,Individual38,1338 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU38,HI38,96813-24058,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care38,1338 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A38
UnitedHealthcare39,Choice Plus39,PR39,Kazuma39,D39,Nakagawa39,MD39,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa39,Baldorioty 1809,Moca39,PR39,6761,80854359539,,Hospitalist39,18816745429,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA39,,NAKAGAWA39,Individual39,1339 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU39,HI39,96813-24059,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care39,1339 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A39
UnitedHealthcare40,Choice Plus40,PR40,Kazuma40,D40,Nakagawa40,MD40,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa40,Baldorioty 1810,Moca40,PR40,6761,80854359540,,Hospitalist40,18816745430,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA40,,NAKAGAWA40,Individual40,1340 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU40,HI40,96813-24060,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care40,1340 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A40
UnitedHealthcare41,Choice Plus41,PR41,Kazuma41,D41,Nakagawa41,MD41,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa41,Baldorioty 1811,Moca41,PR41,6761,80854359541,,Hospitalist41,18816745431,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA41,,NAKAGAWA41,Individual41,1341 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU41,HI41,96813-24061,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care41,1341 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A41
UnitedHealthcare42,Choice Plus42,PR42,Kazuma42,D42,Nakagawa42,MD42,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa42,Baldorioty 1812,Moca42,PR42,6761,80854359542,,Hospitalist42,18816745432,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA42,,NAKAGAWA42,Individual42,1342 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU42,HI42,96813-24062,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care42,1342 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A42
UnitedHealthcare43,Choice Plus43,PR43,Kazuma43,D43,Nakagawa43,MD43,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa43,Baldorioty 1813,Moca43,PR43,6761,80854359543,,Hospitalist43,18816745433,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA43,,NAKAGAWA43,Individual43,1343 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU43,HI43,96813-24063,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care43,1343 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A43
UnitedHealthcare44,Choice Plus44,PR44,Kazuma44,D44,Nakagawa44,MD44,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa44,Baldorioty 1814,Moca44,PR44,6761,80854359544,,Hospitalist44,18816745434,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA44,,NAKAGAWA44,Individual44,1344 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU44,HI44,96813-24064,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care44,1344 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A44
UnitedHealthcare45,Choice Plus45,PR45,Kazuma45,D45,Nakagawa45,MD45,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa45,Baldorioty 1815,Moca45,PR45,6761,80854359545,,Hospitalist45,18816745435,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA45,,NAKAGAWA45,Individual45,1345 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU45,HI45,96813-24065,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care45,1345 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A45
UnitedHealthcare46,Choice Plus46,PR46,Kazuma46,D46,Nakagawa46,MD46,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa46,Baldorioty 1816,Moca46,PR46,6761,80854359546,,Hospitalist46,18816745436,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA46,,NAKAGAWA46,Individual46,1346 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU46,HI46,96813-24066,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care46,1346 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A46
UnitedHealthcare47,Choice Plus47,PR47,Kazuma47,D47,Nakagawa47,MD47,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa47,Baldorioty 1817,Moca47,PR47,6761,80854359547,,Hospitalist47,18816745437,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA47,,NAKAGAWA47,Individual47,1347 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU47,HI47,96813-24067,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care47,1347 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A47
UnitedHealthcare48,Choice Plus48,PR48,Kazuma48,D48,Nakagawa48,MD48,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa48,Baldorioty 1818,Moca48,PR48,6761,80854359548,,Hospitalist48,18816745438,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA48,,NAKAGAWA48,Individual48,1348 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU48,HI48,96813-24068,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care48,1348 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A48
UnitedHealthcare49,Choice Plus49,PR49,Kazuma49,D49,Nakagawa49,MD49,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa49,Baldorioty 1819,Moca49,PR49,6761,80854359549,,Hospitalist49,18816745439,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA49,,NAKAGAWA49,Individual49,1349 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU49,HI49,96813-24069,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care49,1349 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A49
UnitedHealthcare50,Choice Plus50,PR50,Kazuma50,D50,Nakagawa50,MD50,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa50,Baldorioty 1820,Moca50,PR50,6761,80854359550,,Hospitalist50,18816745440,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA50,,NAKAGAWA50,Individual50,1350 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU50,HI50,96813-24070,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care50,1350 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A50
UnitedHealthcare51,Choice Plus51,PR51,Kazuma51,D51,Nakagawa51,MD51,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa51,Baldorioty 1821,Moca51,PR51,6761,80854359551,,Hospitalist51,18816745441,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA51,,NAKAGAWA51,Individual51,1351 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU51,HI51,96813-24071,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care51,1351 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A51
UnitedHealthcare52,Choice Plus52,PR52,Kazuma52,D52,Nakagawa52,MD52,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa52,Baldorioty 1822,Moca52,PR52,6761,80854359552,,Hospitalist52,18816745442,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA52,,NAKAGAWA52,Individual52,1352 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU52,HI52,96813-24072,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care52,1352 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A52
UnitedHealthcare53,Choice Plus53,PR53,Kazuma53,D53,Nakagawa53,MD53,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa53,Baldorioty 1823,Moca53,PR53,6761,80854359553,,Hospitalist53,18816745443,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA53,,NAKAGAWA53,Individual53,1353 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU53,HI53,96813-24073,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care53,1353 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A53
UnitedHealthcare54,Choice Plus54,PR54,Kazuma54,D54,Nakagawa54,MD54,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa54,Baldorioty 1824,Moca54,PR54,6761,80854359554,,Hospitalist54,18816745444,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA54,,NAKAGAWA54,Individual54,1354 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU54,HI54,96813-24074,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care54,1354 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A54
UnitedHealthcare55,Choice Plus55,PR55,Kazuma55,D55,Nakagawa55,MD55,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa55,Baldorioty 1825,Moca55,PR55,6761,80854359555,,Hospitalist55,18816745445,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA55,,NAKAGAWA55,Individual55,1355 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU55,HI55,96813-24075,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care55,1355 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A55
UnitedHealthcare56,Choice Plus56,PR56,Kazuma56,D56,Nakagawa56,MD56,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa56,Baldorioty 1826,Moca56,PR56,6761,80854359556,,Hospitalist56,18816745446,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA56,,NAKAGAWA56,Individual56,1356 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU56,HI56,96813-24076,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care56,1356 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A56
UnitedHealthcare57,Choice Plus57,PR57,Kazuma57,D57,Nakagawa57,MD57,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa57,Baldorioty 1827,Moca57,PR57,6761,80854359557,,Hospitalist57,18816745447,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA57,,NAKAGAWA57,Individual57,1357 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU57,HI57,96813-24077,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care57,1357 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A57
UnitedHealthcare58,Choice Plus58,PR58,Kazuma58,D58,Nakagawa58,MD58,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa58,Baldorioty 1828,Moca58,PR58,6761,80854359558,,Hospitalist58,18816745448,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA58,,NAKAGAWA58,Individual58,1358 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU58,HI58,96813-24078,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care58,1358 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A58
UnitedHealthcare59,Choice Plus59,PR59,Kazuma59,D59,Nakagawa59,MD59,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa59,Baldorioty 1829,Moca59,PR59,6761,80854359559,,Hospitalist59,18816745449,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA59,,NAKAGAWA59,Individual59,1359 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU59,HI59,96813-24079,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care59,1359 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A59
UnitedHealthcare60,Choice Plus60,PR60,Kazuma60,D60,Nakagawa60,MD60,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa60,Baldorioty 1830,Moca60,PR60,6761,80854359560,,Hospitalist60,18816745450,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA60,,NAKAGAWA60,Individual60,1360 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU60,HI60,96813-24080,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care60,1360 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A60
UnitedHealthcare61,Choice Plus61,PR61,Kazuma61,D61,Nakagawa61,MD61,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa61,Baldorioty 1831,Moca61,PR61,6761,80854359561,,Hospitalist61,18816745451,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA61,,NAKAGAWA61,Individual61,1361 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU61,HI61,96813-24081,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care61,1361 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A61
UnitedHealthcare62,Choice Plus62,PR62,Kazuma62,D62,Nakagawa62,MD62,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa62,Baldorioty 1832,Moca62,PR62,6761,80854359562,,Hospitalist62,18816745452,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA62,,NAKAGAWA62,Individual62,1362 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU62,HI62,96813-24082,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care62,1362 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A62
UnitedHealthcare63,Choice Plus63,PR63,Kazuma63,D63,Nakagawa63,MD63,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa63,Baldorioty 1833,Moca63,PR63,6761,80854359563,,Hospitalist63,18816745453,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA63,,NAKAGAWA63,Individual63,1363 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU63,HI63,96813-24083,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care63,1363 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A63
UnitedHealthcare64,Choice Plus64,PR64,Kazuma64,D64,Nakagawa64,MD64,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa64,Baldorioty 1834,Moca64,PR64,6761,80854359564,,Hospitalist64,18816745454,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA64,,NAKAGAWA64,Individual64,1364 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU64,HI64,96813-24084,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care64,1364 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A64
UnitedHealthcare65,Choice Plus65,PR65,Kazuma65,D65,Nakagawa65,MD65,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa65,Baldorioty 1835,Moca65,PR65,6761,80854359565,,Hospitalist65,18816745455,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA65,,NAKAGAWA65,Individual65,1365 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU65,HI65,96813-24085,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care65,1365 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A65
